,pyzx_nCZs,pyzx_totalFidelities,pyzx_totalGateFidelities,pyzx_totalIdleTime,pyzx_totalExecutionTime,standard_nCZs,standard_totalFidelities,standard_totalGateFidelities,standard_totalIdleTime,standard_totalExecutionTime,hybrid_0_1_nCZs,hybrid_0_1_totalFidelities,hybrid_0_1_totalGateFidelities,hybrid_0_1_totalIdleTime,hybrid_0_1_totalExecutionTime,hybrid_0.005_1_nCZs,hybrid_0.005_1_totalFidelities,hybrid_0.005_1_totalGateFidelities,hybrid_0.005_1_totalIdleTime,hybrid_0.005_1_totalExecutionTime,hybrid_0.05_1_nCZs,hybrid_0.05_1_totalFidelities,hybrid_0.05_1_totalGateFidelities,hybrid_0.05_1_totalIdleTime,hybrid_0.05_1_totalExecutionTime,name
10,9.0,0.9422784127347384,0.9465016111141151,6608.700000000003,601.6363636363639,6.0,0.9582022464353005,0.9601583385767266,3013.7999999999997,274.4090909090909,8.0,0.9472233883866991,0.9494476080707476,3466.1000000000004,315.73636363636365,2.0,0.9588460540330689,0.9612215117141959,3656.6738030439456,333.1819206362199,2.0,0.9588460540330689,0.9612215117141959,3656.6738030439456,333.1819206362199,toffoli_n3.qasm
11,82.0,0.6397146964947691,0.6544740340245921,33708.79999999997,3068.872727272724,61.0,0.6778355485418791,0.6868343491392946,19490.299999999992,1776.7727272727266,88.0,0.6245074473010424,0.637261501909862,29877.099999999977,2721.554545454543,65.0,0.6777619837580819,0.6882358238555871,22663.11802813654,2066.1999999999966,68.0,0.6653436684388876,0.674242208541123,19634.04591559024,1790.890960318108,adder_n10.qasm
12,28.0,0.8013318048427044,0.8016537399059271,593.6000000000003,56.10000000000002,28.0,0.7799163753108338,0.780289895966004,707.6000000000004,67.10000000000004,25.0,0.8072346981515841,0.8075450157479832,568.0000000000001,54.000000000000014,14.0,0.8340717275380496,0.834349283870401,491.7005634992087,46.92732395447352,14.0,0.8340751138761375,0.8343492838704009,485.7005634992087,46.42732395447352,dnn_n2.qasm
13,14.0,0.9294696884800582,0.9342395741701834,7564.600000000003,688.2909090909094,11.0,0.9433949080664971,0.9472464656674574,6021.200000000002,547.9272727272729,14.0,0.9303040387113113,0.934239574170183,6238.6,567.7909090909092,14.0,0.9303040387113113,0.934239574170183,6238.6,567.7909090909092,14.0,0.9303040387113113,0.934239574170183,6238.6,567.7909090909092,error_correctiond3_n5.qasm
14,4.0,0.975337526153262,0.9753715156327208,51.5,4.9,4.0,0.9719206483574765,0.971962345295645,63.39999999999999,6.1,4.0,0.9753359422064056,0.9753715156327207,53.900000000000006,5.1000000000000005,4.0,0.9753359422064056,0.9753715156327207,53.900000000000006,5.1000000000000005,4.0,0.9753359422064056,0.9753715156327207,53.900000000000006,5.1000000000000005,linearsolver_n3.qasm
15,15.0,0.9160881137926086,0.9216092752160501,8880.000000000005,808.0454545454551,10.0,0.9383994035168267,0.9407368906400684,3676.600000000001,334.80000000000007,16.0,0.9148347123188579,0.9169130759681462,3353.6000000000004,306.03636363636366,5.0,0.9436780930705871,0.9455541630019816,2935.0738030439447,267.50919336349256,5.0,0.9436780930705871,0.9455541630019816,2935.0738030439447,267.50919336349256,adder_n4.qasm
16,3.0,0.9842803666146094,0.9842984161853718,27.1,2.6,3.0,0.9842803666146094,0.9842984161853718,27.1,2.6,3.0,0.9842803666146094,0.9842984161853718,27.1,2.6,3.0,0.9842803666146094,0.9842984161853718,27.1,2.6,3.0,0.9842803666146094,0.9842984161853718,27.1,2.6,cat_state_n4.qasm
17,21.0,0.8890419046214965,0.8973713659198779,13781.399999999996,1253.6181818181815,12.0,0.9219774905386647,0.9246750565007696,4317.6,393.81818181818187,13.0,0.9194973978384416,0.9236523061055905,6662.800000000001,606.7000000000002,6.0,0.9430094408805779,0.946601638865258,5618.8,511.5636363636364,6.0,0.9430094408805779,0.946601638865258,5618.8,511.5636363636364,qft_n4.qasm
18,10.0,0.9383835673781057,0.9407364198009599,3700.8,337.1272727272727,6.0,0.9534080593854802,0.9553676170322357,3034.3,276.40909090909093,12.0,0.9271129068647234,0.9293121017770057,3501.3999999999996,319.0363636363636,3.0,0.9485037345831021,0.9514498955005014,4583.202253996836,417.2911139997123,3.0,0.9485037345831021,0.9514498955005014,4583.202253996836,417.2911139997123,wstate_n3.qasm
19,8.0,0.9589823826847658,0.9618765383108366,4453.3,405.1545454545455,14.0,0.9299575086916567,0.9337738564447183,6052.300000000002,550.8000000000002,8.0,0.9587425750155051,0.9618765383108365,4822.900000000001,438.86363636363643,8.0,0.9587425750155051,0.9618765383108365,4822.900000000001,438.86363636363643,8.0,0.9587425750155051,0.9618765383108365,4822.900000000001,438.86363636363643,qec_en_n5.qasm
