,pyzx_nCZs,pyzx_totalFidelities,pyzx_totalGateFidelities,pyzx_totalIdleTime,pyzx_totalExecutionTime,standard_nCZs,standard_totalFidelities,standard_totalGateFidelities,standard_totalIdleTime,standard_totalExecutionTime,hybrid_0_1_nCZs,hybrid_0_1_totalFidelities,hybrid_0_1_totalGateFidelities,hybrid_0_1_totalIdleTime,hybrid_0_1_totalExecutionTime,hybrid_0.005_1_nCZs,hybrid_0.005_1_totalFidelities,hybrid_0.005_1_totalGateFidelities,hybrid_0.005_1_totalIdleTime,hybrid_0.005_1_totalExecutionTime,hybrid_0.05_1_nCZs,hybrid_0.05_1_totalFidelities,hybrid_0.05_1_totalGateFidelities,hybrid_0.05_1_totalIdleTime,hybrid_0.05_1_totalExecutionTime,name
0,85.0,0.6282284136036367,0.6516516432193656,54097.99999999991,4922.363636363628,48.0,0.7440807801541701,0.7518358118072987,15322.699999999997,1398.1727272727271,76.0,0.6682557628909218,0.6775521216841923,20416.999999999978,1861.690909090907,66.0,0.6785258524749362,0.690157058713552,25118.145915590238,2287.981869409017,60.0,0.6880311147209522,0.7023700014281048,30482.173803043923,2775.745556999854,mod_mult_55.qasm
1,22.0,0.8901671680277503,0.8954826604512696,8798.400000000001,800.9000000000002,27.0,0.8434219082678022,0.8487860991507364,9369.300000000007,853.7363636363643,16.0,0.9136633399810763,0.9178311365624352,6726.000000000002,612.6454545454548,14.0,0.9155315202348205,0.9178306771876642,3706.600563499209,337.3636875908372,14.0,0.9155315202348205,0.9178306771876642,3706.600563499209,337.3636875908372,mod5_4.qasm
2,149.0,0.44969388451754055,0.4624511678373515,41340.7,3767.3636363636356,111.0,0.5015275170262647,0.5126737722469088,32484.59999999997,2963.399999999997,142.0,0.4620406932369598,0.4768969666863249,46769.69999999995,4260.799999999996,123.0,0.4813322888792641,0.4968968667510458,47031.47605704073,4282.545761908655,142.0,0.4402821120729679,0.45597046489238424,51742.392394679635,4714.554699136138,hwb6.qasm
3,56.0,0.734223095787108,0.7474454280499777,26376.899999999972,2400.936363636361,58.0,0.6902174998181255,0.7016413862593229,24259.599999999977,2212.0090909090886,65.0,0.7085806590135219,0.7217551431145397,27224.699999999983,2478.8727272727256,50.0,0.7488074626570047,0.7605083417778568,22914.0726760455,2086.6181818181794,49.0,0.7487101464127088,0.758988275539601,20149.372676045507,1835.3818181818165,vbe_adder_3.qasm
4,52.0,0.7401186925372637,0.7522671450862604,24060.499999999964,2191.745454545451,42.0,0.7649956923776847,0.7705987285673913,10784.600000000006,984.5000000000006,61.0,0.7239678374636035,0.7285941861097269,9413.7,860.1545454545455,30.0,0.7906766290870823,0.7949537712252849,7972.747042588681,727.8365173179662,30.0,0.7906766290870823,0.7949537712252849,7972.747042588681,727.8365173179662,tof_5.qasm
5,21.0,0.8835059626432574,0.8884394827996663,8229.300000000005,749.8636363636368,18.0,0.8899367392226415,0.894074465107232,6855.200000000003,625.2636363636366,27.0,0.8594290250214768,0.8668066706552355,12632.100000000006,1149.7727272727277,16.0,0.8857885331990231,0.891108356780425,8848.945352091056,805.8181818181821,16.0,0.8857885331990231,0.891108356780425,8848.945352091056,805.8181818181821,tof_3.qasm
6,49.0,0.7645666117523126,0.76848384583555,7552.30000000001,689.2545454545464,48.0,0.741894109066096,0.7436074033054547,3408.899999999997,313.1818181818179,60.0,0.7277440398189564,0.7330591055151409,10754.100000000006,981.5727272727278,34.0,0.7894918798876411,0.7939891999343051,8394.54760608789,765.4456594542579,34.0,0.7894918798876411,0.7939891999343051,8394.54760608789,765.4456594542579,barenco_tof_4.qasm
7,40.0,0.801953316265615,0.807869186372627,10861.70000000001,989.5090909090918,30.0,0.8280074830159646,0.8300437615308023,3629.8999999999996,333.29090909090905,37.0,0.8137240191848644,0.8170703357394186,6064.900000000002,555.4454545454547,28.0,0.8251947313796382,0.8305183005375459,9503.302253996833,866.2002049088031,28.0,0.8251947313796382,0.8305183005375459,9503.302253996833,866.2002049088031,tof_4.qasm
8,54.0,0.6966641691914682,0.7097076592614743,27413.299999999963,2494.572727272724,45.0,0.7145434635237818,0.7189686344166696,9124.000000000004,832.9545454545458,59.0,0.687208698231111,0.6973669534454544,21685.299999999963,1974.5272727272693,31.0,0.74044044910584,0.7477319766649724,14481.847042588672,1322.38197186342,31.0,0.74044044910584,0.7477319766649724,14481.847042588672,1322.38197186342,qft_4.qasm
9,25.0,0.8625068688695838,0.8695982477347796,12100.800000000007,1101.263636363637,24.0,0.8569499252173471,0.8618954669228452,8504.200000000006,775.0454545454552,26.0,0.8624628838993498,0.8668995777719438,7582.800000000005,691.2727272727277,14.0,0.8851405319044978,0.8912036456057927,10088.474366543154,918.7274264088753,14.0,0.8851405319044978,0.8912036456057927,10088.474366543154,918.7274264088753,barenco_tof_3.qasm
10,72.0,0.6678909616697626,0.6805597979953661,27769.599999999966,2528.5454545454513,72.0,0.6320726932011994,0.6415534034827225,22001.999999999978,2006.01818181818,85.0,0.6323212792780816,0.6425888704263871,23804.199999999957,2168.73636363636,41.0,0.7239977296189148,0.7371253550094607,26556.22084563259,2417.59116522691,41.0,0.7239977296189148,0.7371253550094607,26556.22084563259,2417.59116522691,barenco_tof_5.qasm
11,344.0,0.15288053821680594,0.16722161324411475,132507.0999999996,12065.109090909058,288.0,0.15381958553568267,0.16588522316309307,111599.59999999951,10177.64545454541,347.0,0.15150122953264045,0.16451367108361073,121773.2999999995,11093.190909090865,297.0,0.17080968001312105,0.18825221835463465,143693.64000076693,13085.136722226709,350.0,0.12419755378944299,0.13845101207210112,160556.28478935873,14622.145761908596,grover_5.qasm
